"","Address","Property Type","District","Asking","Size","Tenancy Status","Date Listed","Facility","Train","Buses","Schools","Shopping.Mall","Markets","PSF","Property Name","Tenure","Model","No. of Units","Tenanted Amount","Built Year","Developer","Floor Level","Condition","Owner Type","Restroom","TOP"
"1","2 gambas Crescent, Singapore 757044","Retail","Sembawang / Yishun","
								$5,680,000 (Negotiable)
								","
							5,329 sqft (Built-up)
								","Tenanted","1631905136","0","3","6","6","3","3","
							$1,066 psf (Built-up)
								","F&B, Canteen, Nordcom II, Sale with Tenancy","LEASEHOLD/30 years","Restaurant",NA,"$15,000",NA,NA,"GROUND",NA,NA,NA,NA
"2","463 macpherson","Office","Macpherson / Potong Pasir","
								$21,000,000 (Guide Price)
								","
							38,287 sqft (Built-up)
								","Not tenanted","1632028865","0","3","9","8","1","3","
							$548 psf (Built-up)
								","463 macpherson",NA,"Office",NA,NA,NA,NA,"GROUND",NA,NA,NA,NA
"3","Alexandra Road","Office","Alexandra / Commonwealth","
								$7,800,000 (Negotiable)
								","
							5,457 sqft (Built-up)
								","Not tenanted","1632013329","0","3","15","6","3","3","
							$1,429 psf (Built-up)
								","Delta House",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Almond Crescent","Land","Dairy Farm / Bukit Panjang / Choa Chu Kang","
								$4,750,000 (Negotiable)
								","
							7,800 sqft (Built-up)
								","Not tenanted","1627436454","4","3","9","6","3","3","
							$609 psf (Built-up)
								",NA,"LEASEHOLD/99 years","Land Only",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Ang Mo Kio Avenue 1","Shop House","Ang Mo Kio / Bishan / Thomson","
								$1,950,000 (Negotiable)
								","
							1,518 sqft (Built-up)
								","Tenanted","1631970413","4","3","6","8","3","3","
							$1,285 psf (Built-up)
								","Ang Mo Kio Avenue 1","LEASEHOLD/99 years",NA,NA,"$4,300",NA,NA,"GROUND","Bare","Private","2",NA
"6","Ang Mo Kio Avenue 10","HDB Shop House","Ang Mo Kio / Bishan / Thomson","
								$6,000,000 (Guide Price)
								","
							1,600 sqft (Built-up)
								","Tenanted","1630501990","0","3","8","6","3","3","
							$3,750 psf (Built-up)
								",NA,"LEASEHOLD/99 years","Hdb Shophouse",NA,"$0",NA,NA,NA,NA,NA,NA,NA
"7","Ang Mo Kio Avenue 3","HDB Shop House","Ang Mo Kio / Bishan / Thomson","
								$2,200,000 (Negotiable)
								","
							1,432 sqft (Built-up)
								","Tenanted","1632038740","2","3","43","8","3","3","
							$1,536 psf (Built-up)
								","Ang Mo Kio Avenue 3","LEASEHOLD/99 years","Hdb Shophouse",NA,"$7,500","1978",NA,"GROUND","Bare","Private",NA,NA
"8","Ang Mo Kio Avenue 5","Shop House","Ang Mo Kio / Bishan / Thomson","
								$2,198,888 (View to Offer)
								","
							1,600 sqft (Built-up)
								","Not tenanted","1631869056","0","3","8","7","3","3","
							$1,374 psf (Built-up)
								","Ang Mo Kio Avenue 5","LEASEHOLD/99 years",NA,NA,NA,NA,"HDB",NA,NA,NA,NA,NA
"9","Ang Mo Kio Street 62","Factory","Ang Mo Kio / Bishan / Thomson","
								$1,550,000 (Starting From)
								","
							2,153 sqft (Built-up)
								","Not tenanted","1632016183","2","3","5","7","3","3","
							$720 psf (Built-up)
								","Link@amk","LEASEHOLD/60 years","Industrial",NA,NA,NA,NA,NA,"Bare",NA,NA,NA
"10","Ang Mo Kio Street 62","Factory","Ang Mo Kio / Bishan / Thomson","
								$949,999 (Negotiable)
								","
							2,152 sqft (Built-up)
								","Not tenanted","1632019064","4","3","5","7","3","3","
							$441 psf (Built-up)
								","Link@amk","LEASEHOLD/60 years","Industrial",NA,NA,NA,NA,NA,"Partially Fitted",NA,NA,NA
"11","Ang Mo Kio Street 62","Warehouse","Ang Mo Kio / Bishan / Thomson","
								$1,700,000","
							2,153 sqft (Built-up)
								","Not tenanted","1631153764","2","3","5","7","3","3","
							$790 psf (Built-up)
								","Link@amk","60 Years from 28/06/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Ang Mo Kio Street 62","Warehouse","Ang Mo Kio / Bishan / Thomson","
								$8,000,000","
							15,824 sqft (Built-up)
								","Not tenanted","1631153700","0","3","5","7","3","3","
							$506 psf (Built-up)
								","Link@amk","60 Years from 28/06/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Armenian Street","Shop House","City Hall / Clarke Quay","
								$4,800,000","
							1,669 sqft (Built-up)
								","Tenanted","1631796257","4","3","20","6","3","3","
							$2,876 psf (Built-up)
								","Armenian Street","LEASEHOLD/99 years",NA,NA,NA,NA,NA,"GROUND","Partially Fitted","Private","2",NA
"14","Bedok North Avenue 1","HDB Shop House","Bedok / Upper East Coast","
								$1,500,000 (Offer in Excess)
								","
							1,638 sqft (Built-up)
								","Tenanted","1630977987","7","3","3","7","2","3","
							$916 psf (Built-up)
								","Bedok North Avenue 1","LEASEHOLD/99 years","Hdb Shophouse",NA,NA,NA,NA,"GROUND","Fully Fitted","Private","1",NA
"15","Bedok North Street 1","HDB Shop House","Bedok / Upper East Coast","
								$2,500,000 (Negotiable)
								","
							1,550 sqft (Built-up)
								","Not tenanted","1629592590","3","3","26","7","3","3","
							$1,613 psf (Built-up)
								","Bedok North Street 1","LEASEHOLD/99 years",NA,NA,NA,NA,NA,"GROUND","Partially Fitted","Government","2",NA
"16","Bedok North Street 1","Shop House","Bedok / Upper East Coast","
								$2,850,000 (Negotiable)
								","
							1,550 sqft (Built-up)
								","Tenanted","1631845227","1","3","26","7","3","3","
							$1,839 psf (Built-up)
								","218 Bedok North Street 1","LEASEHOLD/99 years","Shop",NA,NA,"1979",NA,NA,NA,NA,NA,NA
"17","Bedok North Street 1","Shop House","Bedok / Upper East Coast","
								$6,000,000 (Negotiable)
								","
							1,601 sqft (Built-up)
								","Not tenanted","1631943990","3","3","44","7","3","3","
							$3,748 psf (Built-up)
								","Bedok North Street 1","LEASEHOLD/99 years",NA,NA,NA,"1979","HDB","GROUND","Partially Fitted","Private",NA,NA
"18","Bedok North Street 3","HDB Shop House","Bedok / Upper East Coast","
								$1,180,000 (Negotiable)
								","
							721 sqft (Built-up)
								","Tenanted","1630924960","6","3","3","7","2","3","
							$1,637 psf (Built-up)
								","Bedok North Street 3","LEASEHOLD/99 years","Retail",NA,"$0",NA,NA,"GROUND","Fully Fitted","Private","2",NA
"19","Bedok North Street 3","Shop House","Bedok / Upper East Coast","
								$1,850,000 (Negotiable)
								","
							1,808 sqft (Built-up)
								","Not tenanted","1631863427","2","3","3","7","2","3","
							$1,023 psf (Built-up)
								","Bedok North Street 3","LEASEHOLD/99 years","Shophouse",NA,NA,NA,NA,NA,"Fully Fitted",NA,NA,NA
"20","Bedok North Street 3","Shop House","Bedok / Upper East Coast","
								$1,850,000 (Negotiable)
								","
							1,808 sqft (Built-up)
								","Not tenanted","1632012798","2","3","3","7","2","3","
							$1,023 psf (Built-up)
								","Bedok North Street 3","LEASEHOLD/99 years","Shophouse",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Bedok Place","Land","Bedok / Upper East Coast","
								$3,653,000 (View to Offer)
								","
							3,261 sqft (Land) / 
								","Not tenanted","1631619463","4","3","8","6","3","3","
							$1,120 psf (Land) /
								","Bedok Grove","FREEHOLD","Land With Building / En-bloc",NA,NA,NA,"Ho Lee Investment Pte. Ltd. & Sound Life Centre Pte. Ltd.",NA,NA,NA,NA,NA
"22","Bencoolen Street","Retail","Beach Road / Bugis / Rochor","
								$900,000","
							226 sqft (Built-up)
								","Not tenanted","1632022795","0","3","10","5","3","3","
							$3,982 psf (Built-up)
								","Sunshine Plaza","LEASEHOLD/99 years","Shop",NA,NA,"2001","City Developments Ltd",NA,NA,NA,NA,NA
"23","Boon Lay Place","Retail","Boon Lay / Jurong / Tuas","
								$950,000 (Negotiable)
								","
							290 sqft (Built-up)
								","Not tenanted","1631937238","0","3","11","7","3","3","
							$3,276 psf (Built-up)
								","Boon Lay Place",NA,"Shop",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Boon Lay Way","Factory","Boon Lay / Jurong / Tuas","
								$870,000 (Negotiable)
								","
							1,808 sqft (Built-up)
								","Not tenanted","1632016183","4","3","9","6","3","3","
							$481 psf (Built-up)
								","Tradehub 21","LEASEHOLD/60 years","Industrial",NA,NA,NA,NA,NA,"Fully Fitted","Private",NA,NA
"25","Boon Lay Way","Factory","Boon Lay / Jurong / Tuas","
								$931,120 (Negotiable)
								","
							1,808 sqft (Built-up)
								","Not tenanted","1632016183","4","3","8","6","3","3","
							$515 psf (Built-up)
								","8 @ Tradehub 21","60 Years from 10/12/2003","Industrial",NA,NA,NA,NA,NA,"Bare",NA,NA,NA
"26","Boon Lay Way","Factory","Boon Lay / Jurong / Tuas","
								$945,000 (Negotiable)
								","
							2,001 sqft (Built-up)
								","Not tenanted","1632016183","4","3","8","6","3","3","
							$472 psf (Built-up)
								","8 @ Tradehub 21","60 Years from 10/12/2003","Industrial",NA,NA,NA,NA,NA,"Fully Fitted",NA,NA,NA
"27","Braddell Road","Land","Macpherson / Potong Pasir","
								$10,800,000 (Negotiable)
								","
							8,000 sqft (Built-up)
								","Not tenanted","1631452684","3","3","18","8","3","3","
							$1,350 psf (Built-up)
								",NA,"LEASEHOLD/99 years","Land With Building / En-bloc",NA,NA,NA,NA,"GROUND","Partially Fitted","Private",NA,NA
"28","Bright Hill Crescent","Land","Ang Mo Kio / Bishan / Thomson","
								$4,000,000 (View to Offer)
								","
							2,273 sqft (Land) / 
								","Not tenanted","1631537151","0","3","22","9","3","3","
							$1,759 psf (Land) /
								","Bright Hill Crescent",NA,"Land With Building / En-bloc",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Bukit Batok Crescent","Factory","Dairy Farm / Bukit Panjang / Choa Chu Kang","
								$810,000","
							1,539 sqft (Built-up)
								","Not tenanted","1632047386","5","3","9","6","3","3","
							$526 psf (Built-up)
								","The Spire","60 Years from 13/03/1997","Industrial",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Bukit Batok Crescent","Retail","Dairy Farm / Bukit Panjang / Choa Chu Kang","
								$2,900,000 (Negotiable)
								","
							4,693 sqft (Built-up)
								","Tenanted","1632015952","3","3","6","5","3","3","
							$618 psf (Built-up)
								","Wcega Tower","LEASEHOLD/60 years","Restaurant",NA,"$14,000","1997",NA,NA,"Fully Fitted","Private",NA,NA
"31","Bukit Batok Street 11","HDB Shop House","Dairy Farm / Bukit Panjang / Choa Chu Kang","
								$2,800,000 (Negotiable)
								","
							1,200 sqft (Built-up)
								","Tenanted","1632038740","3","3","3","6","3","3","
							$2,333 psf (Built-up)
								","Bukit Batok Street 11","LEASEHOLD/99 years","Hdb Shophouse",NA,"$8,000","1985",NA,"GROUND","Partially Fitted","Private","1",NA
"32","Bukit Batok Street 21","HDB Shop House","Dairy Farm / Bukit Panjang / Choa Chu Kang","
								$1,880,000 (Negotiable)
								","
							1,905 sqft (Built-up)
								","Not tenanted","1627573360","3","3","13","6","3","3","
							$987 psf (Built-up)
								","Bukit Batok Street 21","LEASEHOLD/99 years",NA,NA,NA,NA,NA,"GROUND","Fully Fitted",NA,NA,NA
"33","Buroh Street","Factory","Boon Lay / Jurong / Tuas","
								$443,500","
							1,733 sqft (Built-up)
								","Not tenanted","1632024901","5","3","3","0","0","0","
							$256 psf (Built-up)
								","West Connect Building","LEASEHOLD/60 years",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"34","Bussorah Street","Shop House","Beach Road / Bugis / Rochor","
								$8,500,000","
							1,250 sqft (Built-up)
								","Not tenanted","1631927472","0","3","16","5","3","3","
							$6,800 psf (Built-up)
								","Bussorah Street",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Cashew Road","Land","Dairy Farm / Bukit Panjang / Choa Chu Kang","
								$5,379,000","
							6,254 sqft (Land) / 
								","Not tenanted","1630446912","1","3","5","6","3","3","
							$860 psf (Land) /
								","Cashew Road",NA,"Land With Building / En-bloc",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Chai Chee Avenue","Shop House","Bedok / Upper East Coast","
								$1,700,000 (Negotiable)
								","
							1,335 sqft (Built-up)
								","Tenanted","1631970606","5","3","18","7","3","3","
							$1,273 psf (Built-up)
								","Chai Chee Avenue","LEASEHOLD/99 years","Shophouse",NA,"$0",NA,NA,NA,"Partially Fitted","Private",NA,NA
"37","Changi Road","Land","Eunos / Geylang / Paya Lebar","
								$3,500,000 (Negotiable)
								","
							1,370 sqft (Built-up)
								","Not tenanted","1631764226","5","3","22","6","3","3","
							$2,555 psf (Built-up)
								",NA,"FREEHOLD","Land With Building / En-bloc",NA,NA,NA,NA,NA,"Bare","Private",NA,NA
"38","Changi Road","Office","Eunos / Geylang / Paya Lebar","
								$1,038,000 (View To Offer)
								","
							484 sqft (Built-up)
								","Not tenanted","1631954424","2","3","42","6","3","3","
							$2,145 psf (Built-up)
								","Hexacube","FREEHOLD","Office",NA,NA,NA,"Wealth Development Pte Ltd",NA,"Bare",NA,NA,NA
"39","Changi Road","Office","Eunos / Geylang / Paya Lebar","
								$1,280,000 (Negotiable)
								","
							511 sqft (Built-up)
								","Not tenanted","1632031340","2","3","42","6","3","3","
							$2,505 psf (Built-up)
								","Hexacube","Freehold",NA,NA,NA,NA,"Wealth Development Pte Ltd",NA,NA,NA,NA,NA
"40","Changi Road","Office","Eunos / Geylang / Paya Lebar","
								$2,999,999 (Negotiable)
								","
							2,050 sqft (Built-up)
								","Not tenanted","1631976470","6","3","22","6","3","3","
							$1,463 psf (Built-up)
								","Centropod @ Changi","FREEHOLD","Office","192",NA,NA,"RP East Pte Ltd",NA,NA,NA,NA,NA
"41","Changi Road","Retail","Eunos / Geylang / Paya Lebar","
								$410,000 (Negotiable)
								","
							140 sqft (Built-up)
								","Not tenanted","1632006093","10","3","22","6","3","3","
							$2,929 psf (Built-up)
								","Centropod @ Changi","Freehold","Shop","192",NA,NA,"RP East Pte Ltd",NA,"Bare",NA,NA,NA
"42","Chiselhurst Grove","Land","Hougang / Punggol / Sengkang","
								$4,500,000","
							3,500 sqft (Land) / 
								","Not tenanted","1631237687","1","3","2","7","3","3","
							$1,285 psf (Land) /
								","Serangoon Garden Estate",NA,"Land With Building / En-bloc",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Chiselhurst Grove","Land","Hougang / Punggol / Sengkang","
								$4,980,000","
							5,092 sqft (Land) / 
								","Not tenanted","1630292984","4","3","0","7","3","3","
							$978 psf (Land) /
								","Serangoon Garden Estate",NA,"Land With Building / En-bloc",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Clemenceau Avenue","Retail","Orchard / River Valley","
								$320,000 (Negotiable)
								","
							160 sqft (Built-up)
								","Not tenanted","1631954424","1","3","70","6","3","3","
							$2,000 psf (Built-up)
								","Singapore Shopping Centre","LEASEHOLD/99 years",NA,NA,NA,NA,NA,NA,"Bare",NA,NA,NA
"45","Clementi Avenue 2","HDB Shop House","Buona Vista / West Coast / Clementi New Town","
								$1,680,000","
							1,614 sqft (Built-up)
								","Not tenanted","1631855178","0","2","25","8","2","3","
							$1,041 psf (Built-up)
								","Clementi Avenue 2 Shopping Centre","LEASEHOLD/99 years",NA,NA,NA,NA,"HDB",NA,"Partially Fitted","Private",NA,NA
"46","Clementi Avenue 2","HDB Shop House","Buona Vista / West Coast / Clementi New Town","
								$1,700,000 (View to Offer)
								","
							1,614 sqft (Built-up)
								","Tenanted","1631855178","0","2","25","8","2","3","
							$1,053 psf (Built-up)
								","Clementi Avenue 2 Shopping Centre","LEASEHOLD/99 years",NA,NA,"$0","1979",NA,NA,NA,NA,NA,NA
"47","Club Street","Office","Boat Quay / Raffles Place / Marina","
								$3,500,000","
							840 sqft (Built-up)
								","Tenanted","1631879782","0","3","15","4","3","3","
							$4,167 psf (Built-up)
								","Emerald Garden","999 years",NA,NA,NA,NA,"Oxford Gardens Pte Ltd",NA,NA,NA,NA,NA
"48","Coleman Street","Office","City Hall / Clarke Quay","
								$6,250,000","
							2,030 sqft (Built-up)
								","Not tenanted","1632021033","4","3","52","6","3","3","
							$3,079 psf (Built-up)
								","The Adelphi","999 Years from 12/05/1828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Coleman Street","Office","City Hall / Clarke Quay","
								$6,605,000","
							2,580 sqft (Built-up)
								","Not tenanted","1632021033","7","3","52","6","3","3","
							$2,560 psf (Built-up)
								","The Adelphi","999 Years from 12/05/1828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Crawford Lane","Shop House","Beach Road / Bugis / Rochor","
								$1,550,000 (View To Offer)
								","
							645 sqft (Built-up)
								","Not tenanted","1631977981","3","3","34","6","3","3","
							$2,403 psf (Built-up)
								","Crawford Lane","LEASEHOLD/99 years","Shophouse",NA,NA,NA,NA,NA,"Fully Fitted",NA,NA,NA
"51","Crawford Lane","Shop House","Beach Road / Bugis / Rochor","
								$888,000 (Negotiable)
								","
							688 sqft (Built-up)
								","Not tenanted","1632045956","2","3","34","6","3","3","
							$1,291 psf (Built-up)
								","Crawford Lane","LEASEHOLD/99 years","Shophouse",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Desker Road","Shop House","Farrer Park / Serangoon Rd","
								$6,500,000 (View to Offer)
								","
							1,200 sqft (Built-up)
								","Not tenanted","1631843367","3","3","15","7","3","3","
							$5,417 psf (Built-up)
								","Desker Road Conservation Area","999 years",NA,NA,NA,NA,NA,"GROUND","Partially Fitted","Private","1",NA
"53","Dunlop Street","Shop House","Farrer Park / Serangoon Rd","
								$3,800,000","
							1,620 sqft (Built-up)
								","Not tenanted","1632011380","1","3","25","6","3","3","
							$2,346 psf (Built-up)
								","Dunlop Street",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Dunlop Street","Shop House","Farrer Park / Serangoon Rd","
								$4,000,000","
							812 sqft (Built-up)
								","Not tenanted","1632026896","3","3","25","6","3","3","
							$4,926 psf (Built-up)
								","Little India Conservation Area",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Eu Tong Sen Street","Office","Boat Quay / Raffles Place / Marina","
								$1,600,000 (MID)
								","
							635 sqft (Built-up)
								","Tenanted","1632015581","12","3","54","6","3","3","
							$2,520 psf (Built-up)
								","The Central","LEASEHOLD/99 years",NA,NA,"$4,100",NA,NA,"MID","Partially Fitted","Private","1",NA
"56","Faber Drive","Land","Buona Vista / West Coast / Clementi New Town","
								$6,200,000 (Negotiable)
								","
							2,600 sqft (Land) / 
								","Not tenanted","1631896741","0","3","10","6","3","3","
							$2,384 psf (Land) /
								","Faber Drive",NA,"Land Only",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Gambas Crescent","Warehouse","Sembawang / Yishun","
								$5,689,700 (View to Offer)
								","
							5,329 sqft (Built-up)
								","Not tenanted","1631868755","0","3","6","6","3","3","
							$1,068 psf (Built-up)
								","Nordcom Two",NA,"Food And Beverage",NA,NA,NA,NA,NA,NA,NA,NA,NA
